DateTime,HMC Jacobs 4 A,HMC Jacobs 4 B,sensor_4_average
2024-09-05T07:20:00Z,45,43,44
2024-09-05T07:30:00Z,50,50,50
2024-09-05T07:40:00Z,57,62,59.5
2024-09-05T07:50:00Z,57,60,58.5
2024-09-05T08:00:00Z,76,84,80
2024-09-05T08:10:00Z,67,72,69.5
2024-09-05T08:20:00Z,46,47,46.5
2024-09-05T08:30:00Z,39,37,38
2024-09-05T08:40:00Z,37,35,36
2024-09-05T08:50:00Z,38,35,36.5
2024-09-05T09:00:00Z,36,36,36
2024-09-05T09:10:00Z,34,35,34.5
2024-09-05T09:20:00Z,36,34,35
2024-09-05T09:30:00Z,36,35,35.5
2024-09-05T09:40:00Z,36,34,35
2024-09-05T09:50:00Z,35,34,34.5
2024-09-05T10:00:00Z,32,31,31.5
2024-09-05T10:10:00Z,32,31,31.5
2024-09-05T10:20:00Z,31,34,32.5
2024-09-05T10:30:00Z,31,29,30
2024-09-05T10:40:00Z,33,34,33.5
2024-09-05T10:50:00Z,37,37,37
2024-09-05T11:00:00Z,38,36,37
2024-09-05T11:10:00Z,38,36,37
2024-09-05T11:20:00Z,37,38,37.5
2024-09-05T11:30:00Z,36,38,37
2024-09-05T11:40:00Z,35,35,35
2024-09-05T11:50:00Z,38,39,38.5
2024-09-05T12:00:00Z,39,39,39
2024-09-05T12:10:00Z,37,37,37
2024-09-05T12:20:00Z,35,34,34.5
2024-09-05T12:30:00Z,35,35,35
2024-09-05T12:40:00Z,36,37,36.5
2024-09-05T12:50:00Z,34,34,34
2024-09-05T13:00:00Z,33,33,33
2024-09-05T13:10:00Z,31,34,32.5
2024-09-05T13:20:00Z,34,35,34.5
2024-09-05T13:30:00Z,28,29,28.5
2024-09-05T13:40:00Z,30,30,30
2024-09-05T13:50:00Z,28,31,29.5
2024-09-05T14:00:00Z,32,35,33.5
2024-09-05T14:10:00Z,35,38,36.5
2024-09-05T14:20:00Z,36,37,36.5
2024-09-05T14:30:00Z,36,39,37.5
2024-09-05T14:40:00Z,40,41,40.5
2024-09-05T14:50:00Z,42,43,42.5
2024-09-05T15:00:00Z,51,51,51
2024-09-05T15:10:00Z,44,45,44.5
2024-09-05T15:20:00Z,41,42,41.5
2024-09-05T15:30:00Z,33,35,34
2024-09-05T15:40:00Z,27,30,28.5
2024-09-05T15:50:00Z,25,23,24
2024-09-05T16:00:00Z,26,29,27.5
2024-09-05T16:10:00Z,33,34,33.5
2024-09-05T16:20:00Z,32,34,33
2024-09-05T16:30:00Z,31,30,30.5
2024-09-05T16:40:00Z,32,33,32.5
2024-09-05T16:50:00Z,29,29,29
2024-09-05T17:00:00Z,31,30,30.5
2024-09-05T17:10:00Z,31,31,31
2024-09-05T17:20:00Z,31,31,31
2024-09-05T17:30:00Z,33,33,33
2024-09-05T17:40:00Z,35,34,34.5
2024-09-05T17:50:00Z,32,31,31.5
2024-09-05T18:00:00Z,32,32,32
2024-09-05T18:10:00Z,35,34,34.5
2024-09-05T18:20:00Z,37,35,36
2024-09-05T18:30:00Z,37,36,36.5
2024-09-05T18:40:00Z,38,38,38
2024-09-05T18:50:00Z,40,42,41
2024-09-05T19:00:00Z,41,42,41.5
2024-09-05T19:10:00Z,39,39,39
2024-09-05T19:20:00Z,40,38,39
2024-09-05T19:30:00Z,37,42,39.5
2024-09-05T19:40:00Z,37,40,38.5
2024-09-05T19:50:00Z,39,44,41.5
2024-09-05T20:00:00Z,40,42,41
2024-09-05T20:10:00Z,41,45,43
2024-09-05T20:20:00Z,45,50,47.5
2024-09-05T20:30:00Z,47,49,48
2024-09-05T20:40:00Z,49,51,50
2024-09-05T20:50:00Z,50,51,50.5
2024-09-05T21:00:00Z,50,52,51
2024-09-05T21:10:00Z,38,39,38.5
2024-09-05T21:20:00Z,29,31,30
2024-09-05T21:30:00Z,25,26,25.5
2024-09-05T21:40:00Z,31,31,31
2024-09-05T21:50:00Z,40,39,39.5
2024-09-05T22:00:00Z,43,45,44
2024-09-05T22:10:00Z,43,45,44
2024-09-05T22:20:00Z,44,43,43.5
2024-09-05T22:30:00Z,44,46,45
2024-09-05T22:40:00Z,45,45,45
2024-09-05T22:50:00Z,48,46,47
2024-09-05T23:00:00Z,48,48,48
2024-09-05T23:10:00Z,48,48,48
2024-09-05T23:20:00Z,49,48,48.5
2024-09-05T23:30:00Z,45,46,45.5
2024-09-05T23:40:00Z,43,42,42.5
2024-09-05T23:50:00Z,46,46,46
2024-09-06T00:00:00Z,47,46,46.5
2024-09-06T00:10:00Z,49,48,48.5
2024-09-06T00:20:00Z,48,47,47.5
2024-09-06T00:30:00Z,50,48,49
2024-09-06T00:40:00Z,49,46,47.5
2024-09-06T00:50:00Z,49,45,47
2024-09-06T01:00:00Z,52,50,51
2024-09-06T01:10:00Z,54,53,53.5
2024-09-06T01:20:00Z,52,51,51.5
2024-09-06T01:30:00Z,52,51,51.5
2024-09-06T01:40:00Z,52,50,51
2024-09-06T01:50:00Z,53,53,53
2024-09-06T02:00:00Z,55,53,54
2024-09-06T02:10:00Z,54,53,53.5
2024-09-06T02:20:00Z,55,53,54
2024-09-06T02:30:00Z,55,53,54
2024-09-06T02:40:00Z,54,54,54
2024-09-06T02:50:00Z,56,55,55.5
2024-09-06T03:00:00Z,58,56,57
2024-09-06T03:10:00Z,60,58,59
2024-09-06T03:20:00Z,61,60,60.5
2024-09-06T03:30:00Z,62,62,62
2024-09-06T03:40:00Z,65,64,64.5
2024-09-06T03:50:00Z,71,69,70
2024-09-06T04:00:00Z,71,70,70.5
2024-09-06T04:10:00Z,73,73,73
2024-09-06T04:20:00Z,73,72,72.5
2024-09-06T04:30:00Z,77,77,77
2024-09-06T04:40:00Z,84,83,83.5
2024-09-06T04:50:00Z,85,86,85.5
2024-09-06T05:00:00Z,85,85,85
2024-09-06T05:10:00Z,84,83,83.5
2024-09-06T05:20:00Z,81,78,79.5
2024-09-06T05:30:00Z,73,71,72
2024-09-06T05:40:00Z,69,67,68
2024-09-06T05:50:00Z,66,65,65.5
2024-09-06T06:00:00Z,64,62,63
2024-09-06T06:10:00Z,63,61,62
2024-09-06T06:20:00Z,61,58,59.5
2024-09-06T06:30:00Z,66,64,65
2024-09-06T06:40:00Z,72,70,71
2024-09-06T06:50:00Z,69,66,67.5
2024-09-06T07:00:00Z,74,71,72.5
2024-09-06T07:10:00Z,77,75,76
2024-09-06T07:20:00Z,77,74,75.5
2024-09-06T07:30:00Z,73,72,72.5
2024-09-06T07:40:00Z,72,74,73
2024-09-06T07:50:00Z,72,72,72
2024-09-06T08:00:00Z,76,76,76
2024-09-06T08:10:00Z,81,82,81.5
2024-09-06T08:20:00Z,83,87,85
2024-09-06T08:30:00Z,83,85,84
2024-09-06T08:40:00Z,79,81,80
2024-09-06T08:50:00Z,69,69,69
2024-09-06T09:00:00Z,62,61,61.5
2024-09-06T09:10:00Z,50,50,50
2024-09-06T09:20:00Z,46,47,46.5
2024-09-06T09:30:00Z,44,44,44
2024-09-06T09:40:00Z,56,55,55.5
2024-09-06T09:50:00Z,63,64,63.5
2024-09-06T10:00:00Z,78,81,79.5
2024-09-06T10:10:00Z,85,90,87.5
2024-09-06T10:20:00Z,80,83,81.5
2024-09-06T10:30:00Z,76,78,77
2024-09-06T10:40:00Z,74,76,75
2024-09-06T10:50:00Z,67,67,67
2024-09-06T11:00:00Z,67,66,66.5
2024-09-06T11:10:00Z,65,64,64.5
2024-09-06T11:20:00Z,64,66,65
2024-09-06T11:30:00Z,66,64,65
2024-09-06T11:40:00Z,65,63,64
2024-09-06T11:50:00Z,63,62,62.5
2024-09-06T12:00:00Z,62,62,62
2024-09-06T12:10:00Z,65,63,64
2024-09-06T12:20:00Z,64,63,63.5
2024-09-06T12:30:00Z,60,60,60
2024-09-06T12:40:00Z,59,58,58.5
2024-09-06T12:50:00Z,59,59,59
2024-09-06T13:00:00Z,57,57,57
2024-09-06T13:10:00Z,56,57,56.5
2024-09-06T13:20:00Z,52,53,52.5
2024-09-06T13:30:00Z,46,45,45.5
2024-09-06T13:40:00Z,44,42,43
2024-09-06T13:50:00Z,40,38,39
2024-09-06T14:00:00Z,41,38,39.5
2024-09-06T14:10:00Z,39,37,38
2024-09-06T14:20:00Z,41,39,40
2024-09-06T14:30:00Z,40,36,38
2024-09-06T14:40:00Z,40,40,40
2024-09-06T14:50:00Z,41,40,40.5
2024-09-06T15:00:00Z,40,39,39.5
2024-09-06T15:10:00Z,37,37,37
2024-09-06T15:20:00Z,39,38,38.5
2024-09-06T15:30:00Z,34,33,33.5
2024-09-06T15:40:00Z,33,33,33
2024-09-06T15:50:00Z,30,30,30
2024-09-06T16:00:00Z,26,28,27
2024-09-06T16:10:00Z,28,29,28.5
2024-09-06T16:20:00Z,28,28,28
2024-09-06T16:30:00Z,28,28,28
2024-09-06T16:40:00Z,28,28,28
2024-09-06T16:50:00Z,38,38,38
2024-09-06T17:00:00Z,44,45,44.5
2024-09-06T17:10:00Z,49,51,50
2024-09-06T17:20:00Z,52,53,52.5
2024-09-06T17:30:00Z,52,54,53
2024-09-06T17:40:00Z,51,53,52
2024-09-06T17:50:00Z,52,54,53
2024-09-06T18:00:00Z,50,53,51.5
2024-09-06T18:10:00Z,52,53,52.5
2024-09-06T18:20:00Z,52,53,52.5
2024-09-06T18:30:00Z,51,53,52
2024-09-06T18:40:00Z,53,54,53.5
2024-09-06T18:50:00Z,52,55,53.5
2024-09-06T19:00:00Z,53,56,54.5
2024-09-06T19:10:00Z,54,57,55.5
2024-09-06T19:20:00Z,53,54,53.5
2024-09-06T19:30:00Z,53,56,54.5
2024-09-06T19:40:00Z,52,54,53
2024-09-06T19:50:00Z,54,56,55
2024-09-06T20:00:00Z,53,56,54.5
2024-09-06T20:10:00Z,54,56,55
2024-09-06T20:20:00Z,54,55,54.5
2024-09-06T20:30:00Z,53,55,54
2024-09-06T20:40:00Z,54,55,54.5
2024-09-06T20:50:00Z,51,54,52.5
2024-09-06T21:00:00Z,49,52,50.5
2024-09-06T21:10:00Z,51,52,51.5
2024-09-06T21:20:00Z,52,53,52.5
2024-09-06T21:30:00Z,52,53,52.5
2024-09-06T21:40:00Z,52,54,53
2024-09-06T21:50:00Z,52,54,53
2024-09-06T22:00:00Z,52,54,53
2024-09-06T22:10:00Z,53,56,54.5
2024-09-06T22:20:00Z,54,55,54.5
2024-09-06T22:30:00Z,53,54,53.5
2024-09-06T22:40:00Z,53,54,53.5
2024-09-06T22:50:00Z,53,54,53.5
2024-09-06T23:00:00Z,54,55,54.5
2024-09-06T23:10:00Z,55,55,55
2024-09-06T23:20:00Z,55,56,55.5
2024-09-06T23:30:00Z,54,55,54.5
2024-09-06T23:40:00Z,54,55,54.5
2024-09-06T23:50:00Z,55,56,55.5
2024-09-07T00:00:00Z,55,56,55.5
2024-09-07T00:10:00Z,56,57,56.5
2024-09-07T00:20:00Z,57,58,57.5
2024-09-07T00:30:00Z,57,57,57
2024-09-07T00:40:00Z,58,59,58.5
2024-09-07T00:50:00Z,60,61,60.5
2024-09-07T01:00:00Z,62,63,62.5
2024-09-07T01:10:00Z,63,64,63.5
2024-09-07T01:20:00Z,61,62,61.5
2024-09-07T01:30:00Z,61,61,61
2024-09-07T01:40:00Z,61,61,61
2024-09-07T01:50:00Z,60,62,61
2024-09-07T02:00:00Z,61,62,61.5
2024-09-07T02:10:00Z,63,64,63.5
2024-09-07T02:20:00Z,62,65,63.5
2024-09-07T02:30:00Z,62,61,61.5
2024-09-07T02:40:00Z,61,60,60.5
2024-09-07T02:50:00Z,62,61,61.5
2024-09-07T03:00:00Z,63,61,62
2024-09-07T03:10:00Z,63,62,62.5
2024-09-07T03:20:00Z,64,63,63.5
2024-09-07T03:30:00Z,63,62,62.5
2024-09-07T03:40:00Z,64,62,63
2024-09-07T03:50:00Z,60,57,58.5
2024-09-07T04:00:00Z,60,58,59
2024-09-07T04:10:00Z,60,58,59
2024-09-07T04:20:00Z,60,59,59.5
2024-09-07T04:30:00Z,61,58,59.5
2024-09-07T04:40:00Z,60,58,59
2024-09-07T04:50:00Z,58,57,57.5
2024-09-07T05:00:00Z,56,55,55.5
2024-09-07T05:10:00Z,56,54,55
2024-09-07T05:20:00Z,56,55,55.5
2024-09-07T05:30:00Z,58,58,58
2024-09-07T05:40:00Z,56,56,56
2024-09-07T05:50:00Z,59,58,58.5
2024-09-07T06:00:00Z,60,61,60.5
2024-09-07T06:10:00Z,62,63,62.5
2024-09-07T06:20:00Z,64,64,64
2024-09-07T06:30:00Z,65,67,66
2024-09-07T06:40:00Z,66,67,66.5
2024-09-07T06:50:00Z,70,68,69
2024-09-07T07:00:00Z,75,73,74
2024-09-07T07:10:00Z,81,80,80.5
2024-09-07T07:20:00Z,81,80,80.5
2024-09-07T07:30:00Z,74,75,74.5
2024-09-07T07:40:00Z,78,77,77.5
2024-09-07T07:50:00Z,74,74,74
2024-09-07T08:00:00Z,78,78,78
2024-09-07T08:10:00Z,80,80,80
2024-09-07T08:20:00Z,78,78,78
2024-09-07T08:30:00Z,76,77,76.5
2024-09-07T08:40:00Z,78,79,78.5
2024-09-07T08:50:00Z,77,77,77
2024-09-07T09:00:00Z,76,79,77.5
2024-09-07T09:10:00Z,75,76,75.5
2024-09-07T09:20:00Z,75,77,76
2024-09-07T09:30:00Z,72,73,72.5
2024-09-07T09:40:00Z,65,68,66.5
2024-09-07T09:50:00Z,61,61,61
2024-09-07T10:00:00Z,63,62,62.5
2024-09-07T10:10:00Z,63,65,64
2024-09-07T10:20:00Z,62,63,62.5
2024-09-07T10:30:00Z,59,60,59.5
2024-09-07T10:40:00Z,61,61,61
2024-09-07T10:50:00Z,62,61,61.5
2024-09-07T11:00:00Z,63,62,62.5
2024-09-07T11:10:00Z,63,64,63.5
2024-09-07T11:20:00Z,66,67,66.5
2024-09-07T11:30:00Z,73,76,74.5
2024-09-07T11:40:00Z,72,74,73
2024-09-07T11:50:00Z,70,71,70.5
2024-09-07T12:00:00Z,68,69,68.5
2024-09-07T12:10:00Z,72,74,73
2024-09-07T12:20:00Z,71,74,72.5
2024-09-07T12:30:00Z,72,75,73.5
2024-09-07T12:40:00Z,74,77,75.5
2024-09-07T12:50:00Z,75,77,76
2024-09-07T13:00:00Z,73,77,75
2024-09-07T13:10:00Z,72,73,72.5
2024-09-07T13:20:00Z,73,74,73.5
2024-09-07T13:30:00Z,77,79,78
2024-09-07T13:40:00Z,74,78,76
2024-09-07T13:50:00Z,73,75,74
2024-09-07T14:00:00Z,72,74,73
2024-09-07T14:10:00Z,71,72,71.5
2024-09-07T14:20:00Z,70,72,71
2024-09-07T14:30:00Z,69,69,69
2024-09-07T14:40:00Z,72,74,73
2024-09-07T14:50:00Z,72,74,73
2024-09-07T15:00:00Z,72,75,73.5
2024-09-07T15:10:00Z,73,77,75
2024-09-07T15:20:00Z,72,74,73
2024-09-07T15:30:00Z,70,71,70.5
2024-09-07T15:40:00Z,69,71,70
2024-09-07T15:50:00Z,71,74,72.5
2024-09-07T16:00:00Z,75,79,77
2024-09-07T16:10:00Z,72,74,73
2024-09-07T16:20:00Z,74,78,76
2024-09-07T16:30:00Z,76,80,78
2024-09-07T16:40:00Z,76,81,78.5
2024-09-07T16:50:00Z,75,81,78
2024-09-07T17:00:00Z,77,82,79.5
2024-09-07T17:10:00Z,77,82,79.5
2024-09-07T17:20:00Z,76,81,78.5
2024-09-07T17:30:00Z,75,80,77.5
2024-09-07T17:40:00Z,77,80,78.5
2024-09-07T17:50:00Z,78,82,80
2024-09-07T18:00:00Z,78,83,80.5
2024-09-07T18:10:00Z,78,84,81
2024-09-07T18:20:00Z,76,80,78
2024-09-07T18:30:00Z,73,76,74.5
2024-09-07T18:40:00Z,67,70,68.5
2024-09-07T18:50:00Z,68,70,69
2024-09-07T19:00:00Z,69,70,69.5
2024-09-07T19:10:00Z,69,71,70
2024-09-07T19:20:00Z,70,73,71.5
2024-09-07T19:30:00Z,73,75,74
2024-09-07T19:40:00Z,72,75,73.5
2024-09-07T19:50:00Z,75,78,76.5
2024-09-07T20:00:00Z,78,79,78.5
2024-09-07T20:10:00Z,80,82,81
2024-09-07T20:20:00Z,81,82,81.5
2024-09-07T20:30:00Z,77,79,78
2024-09-07T20:40:00Z,78,78,78
2024-09-07T20:50:00Z,77,78,77.5
2024-09-07T21:00:00Z,77,77,77
2024-09-07T21:10:00Z,79,80,79.5
2024-09-07T21:20:00Z,82,85,83.5
2024-09-07T21:30:00Z,83,85,84
2024-09-07T21:40:00Z,85,88,86.5
2024-09-07T21:50:00Z,82,83,82.5
2024-09-07T22:00:00Z,81,82,81.5
2024-09-07T22:10:00Z,81,80,80.5
2024-09-07T22:20:00Z,85,87,86
2024-09-07T22:30:00Z,85,88,86.5
2024-09-07T22:40:00Z,89,91,90
2024-09-07T22:50:00Z,94,97,95.5
2024-09-07T23:00:00Z,93,95,94
2024-09-07T23:10:00Z,91,95,93
2024-09-07T23:20:00Z,93,97,95
2024-09-07T23:30:00Z,92,96,94
2024-09-07T23:40:00Z,93,96,94.5
2024-09-07T23:50:00Z,89,92,90.5
2024-09-08T00:00:00Z,88,91,89.5
2024-09-08T00:10:00Z,87,90,88.5
2024-09-08T00:20:00Z,85,87,86
2024-09-08T00:30:00Z,84,86,85
2024-09-08T00:40:00Z,81,82,81.5
2024-09-08T00:50:00Z,75,76,75.5
2024-09-08T01:00:00Z,75,74,74.5
2024-09-08T01:10:00Z,77,77,77
2024-09-08T01:20:00Z,73,73,73
2024-09-08T01:30:00Z,75,74,74.5
2024-09-08T01:40:00Z,79,80,79.5
2024-09-08T01:50:00Z,83,83,83
2024-09-08T02:00:00Z,85,85,85
2024-09-08T02:10:00Z,84,86,85
2024-09-08T02:20:00Z,83,82,82.5
2024-09-08T02:30:00Z,80,79,79.5
2024-09-08T02:40:00Z,79,79,79
2024-09-08T02:50:00Z,73,73,73
2024-09-08T03:00:00Z,75,73,74
2024-09-08T03:10:00Z,78,77,77.5
2024-09-08T03:20:00Z,89,91,90
2024-09-08T03:30:00Z,106,107,106.5
2024-09-08T03:40:00Z,111,116,113.5
2024-09-08T03:50:00Z,117,122,119.5
2024-09-08T04:00:00Z,117,123,120
2024-09-08T04:10:00Z,120,125,122.5
2024-09-08T04:20:00Z,153,154,153.5
2024-09-08T04:30:00Z,174,175,174.5
2024-09-08T04:40:00Z,179,181,180
2024-09-08T04:50:00Z,176,177,176.5
2024-09-08T05:00:00Z,180,181,180.5
2024-09-08T05:10:00Z,183,185,184
2024-09-08T05:20:00Z,187,188,187.5
2024-09-08T05:30:00Z,179,180,179.5
2024-09-08T05:40:00Z,165,165,165
2024-09-08T05:50:00Z,162,162,162
2024-09-08T06:00:00Z,164,165,164.5
2024-09-08T06:10:00Z,170,171,170.5
2024-09-08T06:20:00Z,170,170,170
2024-09-08T06:30:00Z,160,160,160
2024-09-08T06:40:00Z,140,142,141
2024-09-08T06:50:00Z,118,124,121
2024-09-08T07:00:00Z,109,115,112
2024-09-08T07:10:00Z,102,107,104.5
2024-09-08T07:20:00Z,95,100,97.5
2024-09-08T07:30:00Z,89,92,90.5
2024-09-08T07:40:00Z,85,88,86.5
2024-09-08T07:50:00Z,85,88,86.5
2024-09-08T08:00:00Z,97,102,99.5
2024-09-08T08:10:00Z,104,113,108.5
2024-09-08T08:20:00Z,106,116,111
2024-09-08T08:30:00Z,103,111,107
2024-09-08T08:40:00Z,87,92,89.5
2024-09-08T08:50:00Z,84,89,86.5
2024-09-08T09:00:00Z,84,90,87
2024-09-08T09:10:00Z,87,91,89
2024-09-08T09:20:00Z,91,99,95
2024-09-08T09:30:00Z,92,98,95
2024-09-08T09:40:00Z,91,99,95
2024-09-08T09:50:00Z,98,107,102.5
2024-09-08T10:00:00Z,105,113,109
2024-09-08T10:10:00Z,117,125,121
2024-09-08T10:20:00Z,138,141,139.5
2024-09-08T10:30:00Z,156,157,156.5
2024-09-08T10:40:00Z,169,171,170
2024-09-08T10:50:00Z,173,176,174.5
2024-09-08T11:00:00Z,171,173,172
2024-09-08T11:10:00Z,167,168,167.5
2024-09-08T11:20:00Z,159,160,159.5
2024-09-08T11:30:00Z,150,152,151
2024-09-08T11:40:00Z,152,152,152
2024-09-08T11:50:00Z,114,120,117
2024-09-08T12:00:00Z,102,110,106
2024-09-08T12:10:00Z,84,88,86
2024-09-08T12:20:00Z,89,95,92
2024-09-08T12:30:00Z,96,105,100.5
2024-09-08T12:40:00Z,92,100,96
2024-09-08T12:50:00Z,91,97,94
2024-09-08T13:00:00Z,81,86,83.5
2024-09-08T13:10:00Z,74,78,76
2024-09-08T13:20:00Z,65,67,66
2024-09-08T13:30:00Z,59,59,59
2024-09-08T13:40:00Z,70,71,70.5
2024-09-08T13:50:00Z,69,70,69.5
2024-09-08T14:00:00Z,71,71,71
2024-09-08T14:10:00Z,75,78,76.5
2024-09-08T14:20:00Z,74,78,76
2024-09-08T14:30:00Z,71,74,72.5
2024-09-08T14:40:00Z,70,72,71
2024-09-08T14:50:00Z,68,71,69.5
2024-09-08T15:00:00Z,67,67,67
2024-09-08T15:10:00Z,62,64,63
2024-09-08T15:20:00Z,59,61,60
2024-09-08T15:30:00Z,61,63,62
2024-09-08T15:40:00Z,63,63,63
